Reading Profile files in profile.*

FUNCTION SUMMARY (total):
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
  0.1          265          265        1728           0        153 Kokkos::parallel_for Kokkos::View::initialization [send buf 4] [device=0]
  0.1          265          265        1728           0        153 Kokkos::parallel_for Kokkos::View::initialization [send buf 12] [device=0]
  0.1          265          265        1728           0        153 Kokkos::parallel_for Kokkos::View::initialization [send buf 11] [device=0]
  0.1          265          265        1728           0        153 Kokkos::parallel_for Kokkos::View::initialization [recv buf 10] [device=0]
  0.1          265          265        1728           0        153 Kokkos::parallel_for Kokkos::View::initialization [recv buf 12] [device=0]
  0.1          265          265        1728           0        153 Kokkos::parallel_for Kokkos::View::initialization [recv buf 18] [device=0]
  0.1          265          265        1728           0        153 Kokkos::parallel_for Kokkos::View::initialization [send buf 13] [device=0]
  0.1          265          265        1728           0        153 Kokkos::parallel_for Kokkos::View::initialization [send buf 20] [device=0]
  0.1          265          265        1728           0        153 Kokkos::parallel_for Kokkos::View::initialization [recv buf 20] [device=0]
  0.1          265          265        1728           0        153 Kokkos::parallel_for Kokkos::View::initialization [recv buf 13] [device=0]
  0.1          265          265        1728           0        153 Kokkos::parallel_for Kokkos::View::initialization [recv buf 4] [device=0]
  0.1          265          265        1728           0        153 Kokkos::parallel_for Kokkos::View::initialization [recv buf 9] [device=0]
  0.1          265          265        1728           0        153 Kokkos::parallel_for Kokkos::View::initialization [send buf 9] [device=0]
  0.1          265          265        1728           0        153 Kokkos::parallel_for Kokkos::View::initialization [recv buf 8] [device=0]
  0.1          265          265        1728           0        153 Kokkos::parallel_for Kokkos::View::initialization [send buf 10] [device=0]
  0.1          264          264        1728           0        153 Kokkos::parallel_for Kokkos::View::initialization [recv buf 6] [device=0]
  0.1          264          264        1728           0        153 Kokkos::parallel_for Kokkos::View::initialization [send buf 23] [device=0]
  0.1          264          264        1728           0        153 Kokkos::parallel_for Kokkos::View::initialization [recv buf 14] [device=0]
  0.1          264          264        1728           0        153 Kokkos::parallel_for Kokkos::View::initialization [recv buf 0] [device=0]
  0.1          264          264        1728           0        153 Kokkos::parallel_for Kokkos::View::initialization [send buf 21] [device=0]
  0.1          264          264        1728           0        153 Kokkos::parallel_for Kokkos::View::initialization [send buf 18] [device=0]
  0.1          263          263        1684           0        156 Kokkos::parallel_for Kokkos::View::initialization [advected] [device=0]
  0.1          263          263        1728           0        152 Kokkos::parallel_for Kokkos::View::initialization [send buf 0] [device=0]
  0.1          263          263        1728           0        152 Kokkos::parallel_for Kokkos::View::initialization [send buf 8] [device=0]
  0.1          263          263        1728           0        152 Kokkos::parallel_for Kokkos::View::initialization [send buf 5] [device=0]
  0.1          262          262        1728           0        152 Kokkos::parallel_for Kokkos::View::initialization [recv buf 17] [device=0]
  0.1          262          262        1728           0        152 Kokkos::parallel_for Kokkos::View::initialization [send buf 15] [device=0]
  0.1          261          261        1728           0        151 Kokkos::parallel_for Kokkos::View::initialization [recv buf 7] [device=0]
  0.1          260          260        1728           0        151 Kokkos::parallel_for Kokkos::View::initialization [recv buf 5] [device=0]
  0.1          260          260        1728           0        151 Kokkos::parallel_for Kokkos::View::initialization [send buf 17] [device=0]
  0.1          260          260        1728           0        150 Kokkos::parallel_for Kokkos::View::initialization [recv buf 15] [device=0]
  0.1          260          260        1728           0        150 Kokkos::parallel_for Kokkos::View::initialization [recv buf 16] [device=0]
  0.1          259          259        1728           0        150 Kokkos::parallel_for Kokkos::View::initialization [send buf 16] [device=0]
  0.1          259          259        1728           0        150 Kokkos::parallel_for Kokkos::View::initialization [send buf 6] [device=0]
  0.1          258          258        1728           0        150 Kokkos::parallel_for Kokkos::View::initialization [send buf 7] [device=0]
  0.1          217          255       10352       18576         25 Task_StartReceiving
  0.1          216          247       10352       18576         24 Task_ClearBoundary
  0.1          246          246       37152           0          7 MPI_Start() 
  0.1          214          214     33647.5           0          6 MPI_Test() 
  0.1          199          199        1440           0        138 Kokkos::parallel_for SendFluxCorrection3D_x3 [device=33554432]
  0.1          198          198        1440           0        137 Kokkos::parallel_for ReceiveFluxCorrection_x2 [device=33554432]
  0.1          192          192        1440           0        134 Kokkos::parallel_for SendFluxCorrection3D_x2 [device=33554432]
  0.1          192          192       20704           0          9 Task_ApplyBoundaryConditionsOnCoarseOrFine
  0.1          180          184           1           3     183621 MPI_Finalize() 
  0.1          149          149           1           2     148619 MPI_Init_thread() 
  0.1          140          140        1640           0         85 Kokkos::parallel_for Kokkos::View::initialization [MakeFluxPack::cv] [device=0]
  0.1          139          139        1640           0         85 Kokkos::parallel_for Kokkos::View::initialization [MakeFluxPack::vector_component] [device=0]
  0.1          138          138        1640           0         84 Kokkos::parallel_for Kokkos::View::initialization [MakeFluxPack::f3] [device=0]
  0.1          138          138        1640           0         84 Kokkos::parallel_for Kokkos::View::initialization [MakeFluxPack::f2] [device=0]
  0.1          136          136        1640           0         83 Kokkos::parallel_for Kokkos::View::initialization [MakeFluxPack::f1] [device=0]
  0.1          136          136         864           0        157 Kokkos::parallel_for Kokkos::View::initialization [recv buf 36] [device=0]
  0.1          135          135         864           0        157 Kokkos::parallel_for Kokkos::View::initialization [recv buf 27] [device=0]
  0.1          135          135         864           0        156 Kokkos::parallel_for Kokkos::View::initialization [recv buf 31] [device=0]
  0.1          135          135         864           0        156 Kokkos::parallel_for Kokkos::View::initialization [recv buf 35] [device=0]
  0.1          135          135         864           0        156 Kokkos::parallel_for Kokkos::View::initialization [one_minus_sqrt_one_minus_advected_sq_37] [device=0]
  0.1          134          134         864           0        156 Kokkos::parallel_for Kokkos::View::initialization [one_minus_sqrt_one_minus_advected_sq_12] [device=0]
  0.1          134          134         864           0        156 Kokkos::parallel_for Kokkos::View::initialization [one_minus_advected_sq] [device=0]
  0.1          134          134         864           0        155 Kokkos::parallel_for Kokkos::View::initialization [advected.fluxX3] [device=0]
  0.1          134          134         864           0        155 Kokkos::parallel_for Kokkos::View::initialization [recv buf 49] [device=0]
  0.1          134          134         864           0        155 Kokkos::parallel_for Kokkos::View::initialization [advected.fluxX2] [device=0]
  0.1          134          134         864           0        155 Kokkos::parallel_for Kokkos::View::initialization [ParArrayNDGeneric:/usr/workspace/ellinger/repos/parthenon/src/reconstruct/reconstruction.cpp:183] [device=0]
  0.1          134          134         864           0        155 Kokkos::parallel_for Kokkos::View::initialization [ParArrayNDGeneric:/usr/workspace/ellinger/repos/parthenon/src/reconstruct/reconstruction.cpp:184] [device=0]
  0.1          134          134         864           0        155 Kokkos::parallel_for Kokkos::View::initialization [send buf 50] [device=0]
  0.1          134          134         864           0        155 Kokkos::parallel_for Kokkos::View::initialization [advected.fluxX1] [device=0]
  0.1          134          134         864           0        155 Kokkos::parallel_for Kokkos::View::initialization [send buf 49] [device=0]
  0.1          134          134         864           0        155 Kokkos::parallel_for Kokkos::View::initialization [one_minus_advected] [device=0]
  0.1          134          134         864           0        155 Kokkos::parallel_for Kokkos::View::initialization [recv buf 50] [device=0]
  0.1          134          134         864           0        155 Kokkos::parallel_for Kokkos::View::initialization [ParArrayNDGeneric:/usr/workspace/ellinger/repos/parthenon/src/reconstruct/reconstruction.cpp:179] [device=0]
  0.1          134          134         864           0        155 Kokkos::parallel_for Kokkos::View::initialization [ParArrayNDGeneric:/usr/workspace/ellinger/repos/parthenon/src/reconstruct/reconstruction.cpp:182] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [ParArrayNDGeneric:/usr/workspace/ellinger/repos/parthenon/src/reconstruct/reconstruction.cpp:181] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [ParArrayNDGeneric:/usr/workspace/ellinger/repos/parthenon/src/reconstruct/reconstruction.cpp:178] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [recv buf 25] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [send buf 48] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [send buf 39] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [ParArrayNDGeneric:/usr/workspace/ellinger/repos/parthenon/src/bvals/bvals_base.cpp:116] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [send buf 30] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [recv buf 37] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [recv buf 48] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [ParArrayNDGeneric:/usr/workspace/ellinger/repos/parthenon/src/bvals/bvals_base.cpp:117] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [send buf 40] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [recv buf 40] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [recv buf 39] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [send buf 44] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [send buf 38] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [recv buf 43] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [recv buf 29] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [send buf 41] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [recv buf 41] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [recv buf 38] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [advected.coarse] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [recv buf 44] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [send buf 43] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [send buf 54] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [send buf 29] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [send buf 51] [device=0]
  0.1          133          133         864           0        154 Kokkos::parallel_for Kokkos::View::initialization [send buf 45] [device=0]
  0.1          133          133         864           0        153 Kokkos::parallel_for Kokkos::View::initialization [send buf 37] [device=0]
  0.1          133          133         864           0        153 Kokkos::parallel_for Kokkos::View::initialization [recv buf 28] [device=0]
  0.1          133          133         864           0        153 Kokkos::parallel_for Kokkos::View::initialization [recv buf 30] [device=0]
  0.1          133          133         864           0        153 Kokkos::parallel_for Kokkos::View::initialization [send buf 42] [device=0]
  0.1          132          132         864           0        153 Kokkos::parallel_for Kokkos::View::initialization [send buf 28] [device=0]
  0.1          132          132         864           0        153 Kokkos::parallel_for Kokkos::View::initialization [send buf 53] [device=0]
  0.1          132          132         864           0        153 Kokkos::parallel_for Kokkos::View::initialization [recv buf 42] [device=0]
  0.1          132          132         864           0        153 Kokkos::parallel_for Kokkos::View::initialization [send buf 36] [device=0]
  0.1          132          132         864           0        153 Kokkos::parallel_for Kokkos::View::initialization [recv buf 34] [device=0]
  0.1          132          132         864           0        153 Kokkos::parallel_for Kokkos::View::initialization [recv buf 45] [device=0]
  0.1          132          132         864           0        153 Kokkos::parallel_for Kokkos::View::initialization [send buf 35] [device=0]
  0.1          132          132         864           0        153 Kokkos::parallel_for Kokkos::View::initialization [recv buf 53] [device=0]
  0.1          132          132         864           0        153 Kokkos::parallel_for Kokkos::View::initialization [send buf 34] [device=0]
  0.1          132          132         864           0        153 Kokkos::parallel_for Kokkos::View::initialization [recv buf 52] [device=0]
  0.1          132          132         864           0        153 Kokkos::parallel_for Kokkos::View::initialization [recv buf 33] [device=0]
  0.1          132          132         864           0        153 Kokkos::parallel_for Kokkos::View::initialization [send buf 31] [device=0]
  0.1          132          132         864           0        153 Kokkos::parallel_for Kokkos::View::initialization [send buf 33] [device=0]
  0.1          132          132         864           0        153 Kokkos::parallel_for Kokkos::View::initialization [recv buf 47] [device=0]
  0.1          132          132         864           0        153 Kokkos::parallel_for Kokkos::View::initialization [send buf 25] [device=0]
  0.1          132          132         864           0        152 Kokkos::parallel_for Kokkos::View::initialization [send buf 27] [device=0]
  0.1          132          132         864           0        152 Kokkos::parallel_for Kokkos::View::initialization [recv buf 51] [device=0]
  0.1          132          132         864           0        152 Kokkos::parallel_for Kokkos::View::initialization [recv buf 54] [device=0]
  0.1          132          132         864           0        152 Kokkos::parallel_for Kokkos::View::initialization [recv buf 55] [device=0]
  0.1          132          132         864           0        152 Kokkos::parallel_for Kokkos::View::initialization [send buf 26] [device=0]
  0.1          131          131         864           0        152 Kokkos::parallel_for Kokkos::View::initialization [send buf 52] [device=0]
  0.1          131          131         864           0        152 Kokkos::parallel_for Kokkos::View::initialization [recv buf 32] [device=0]
  0.1          131          131         864           0        152 Kokkos::parallel_for Kokkos::View::initialization [send buf 46] [device=0]
  0.1          131          131         864           0        152 Kokkos::parallel_for Kokkos::View::initialization [recv buf 24] [device=0]
  0.1          131          131         864           0        152 Kokkos::parallel_for Kokkos::View::initialization [recv buf 26] [device=0]
  0.1          131          131         864           0        152 Kokkos::parallel_for Kokkos::View::initialization [recv buf 46] [device=0]
  0.1          131          131         864           0        152 Kokkos::parallel_for Kokkos::View::initialization [send buf 24] [device=0]
  0.1          131          131         864           0        152 Kokkos::parallel_for Kokkos::View::initialization [send buf 55] [device=0]
  0.1          131          131         864           0        151 Kokkos::parallel_for Kokkos::View::initialization [send buf 32] [device=0]
  0.1          131          131         864           0        151 Kokkos::parallel_for Kokkos::View::initialization [send buf 47] [device=0]
  0.1          116          116        1640           0         71 Kokkos::parallel_for Kokkos::View::initialization [MakeFluxPack::sparse_assoc] [device=0]
  0.0          104          104         800           0        130 Kokkos::parallel_for SendFluxCorrection3D_x1 [device=33554432]
  0.0         53.2         53.2        1332           0         40 SearchAndSetNeighbors
  0.0         50.9         50.9        1640           0         31 Kokkos::parallel_for Kokkos::View::destruction [MakeFluxPack::f1] [device=0]
  0.0         50.0         50.0        1640           0         31 Kokkos::parallel_for Kokkos::View::destruction [MakeFluxPack::f2] [device=0]
  0.0         48.4         48.4        1640           0         30 Kokkos::parallel_for Kokkos::View::destruction [MakeFluxPack::f3] [device=0]
  0.0         47.1         47.1        1640           0         29 Kokkos::parallel_for Kokkos::View::destruction [MakeFluxPack::cv] [device=0]
  0.0         36.8         36.8         352           0        105 Kokkos::parallel_for FillSameRankCoarseToFineAMR [device=33554432]
  0.0         22.9         22.9       16224           0          1 MPI_Request_free() 
  0.0         22.3         22.3          20           0       1117 Kokkos::parallel_for WeightedSumData [device=33554432]
  0.0         15.0         15.0          10           0       1496 Kokkos::parallel_for FluxDivergenceMesh [device=33554432]
  0.0         12.5         12.5        8112           0          2 MPI_Send_init() 
  0.0         7.21         7.21        8112           0          1 MPI_Recv_init() 
  0.0         4.23         4.23           1           0       4234 MPI_File_open()
  0.0         3.67         3.67           2           0       1837 pthread_join
  0.0        0.995        0.995           2           0        497 MPI_Bcast() 
  0.0        0.994        0.994           3           0        331 Kokkos::parallel_for Kokkos::View::destruction [MeshData::PackVariables::packs_mirror] [device=0]
  0.0        0.940        0.942         0.5         0.5       1883 MPI_File_read()
  0.0        0.468        0.468           1           0        468 MPI_File_close()
  0.0        0.458        0.458           3           0        152 Kokkos::parallel_for Kokkos::View::initialization [MeshData::PackVariables::coords] [device=0]
  0.0        0.401        0.401          21           0         19 MPI_Allreduce() 
  0.0        0.384        0.384           3           0        128 Kokkos::parallel_for Kokkos::View::destruction [MeshData::PackVariables::coords] [device=0]
  0.0        0.382        0.382           3           0        127 Kokkos::parallel_for Kokkos::View::initialization [MeshData::PackVariables::packs] [device=0]
  0.0        0.311        0.311           3           0        104 Kokkos::parallel_for Kokkos::View::destruction [MeshData::PackVariables::packs] [device=0]
  0.0        0.148        0.148           3           0         50 MPI_Allgatherv() 
  0.0        0.127        0.127          12           0         11 MakeOutputs
  0.0        0.122        0.122           4           0         30 pthread_create
  0.0        0.064        0.064           3           0         21 Kokkos::parallel_for Kokkos::View::initialization [MeshData::PackVariables::packs_mirror] [device=0]
  0.0        0.060        0.060           3           0         20 Kokkos::parallel_for Kokkos::View::initialization [MeshData::PackVariables::coords_mirror] [device=0]
  0.0        0.051        0.051           1           0         50 Step1: Construct new list
  0.0        0.043        0.043           3           0         14 Kokkos::parallel_for Kokkos::View::destruction [MeshData::PackVariables::coords_mirror] [device=0]
  0.0        0.041        0.041           2           0         20 CalculateLoadBalance
  0.0        0.014        0.014           1           0         14 Step 3: Count blocks
  0.0        0.014        0.014           1           0         14 Step 8: Recv data and unpack
  0.0        0.011        0.011           1           0         11 MPI_File_seek()
  0.0        0.011        0.011           1           0         11 Step 4: Calc buffer sizes
  0.0        0.011        0.011           1           0         10 Step 5: Alloc buffer and start recv
  0.0        0.011        0.011           1           0         10 Step 6: Alloc, pack, and send buffers
  0.0        0.009        0.009           1           0         10 MPI_Type_free_keyval()
  0.0        0.002        0.002         0.5           0          4 MPI_Status_set_elements()
  0.0        0.001        0.001           1           0          1 MPI_Comm_rank() 
  0.0        0.001        0.001           1           0          1 MPI_Comm_size() 
  0.0        0.001        0.001         0.5           0          2 MPI_Get_count() 
