Reading Profile files in profile.*

FUNCTION SUMMARY (total):
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
  0.5        23080        23080       61570           0        375 Kokkos::parallel_reduce advection check refinement [device=0]
  0.5        22943        22943       80688           0        284 Kokkos::parallel_for ProlongateCellCenteredValues3d [device=33554432]
  0.4         1981        21307       67941       67941        314 Task_EstimateTimestep
  0.4         1560        20922       52314       52314        400 Task_Tag_Block
  0.4        20633        20633       77197           0        267 Kokkos::parallel_for advection_package::SquareIt [device=33554432]
  0.4        20479        20479       77197           0        265 Kokkos::parallel_for advection_package::PostFill [device=33554432]
  0.4        19325        19325       67941           0        284 Kokkos::parallel_reduce advection_package::EstimateTimestep [device=0]
  0.4        17554        17554       77197           0        227 Kokkos::parallel_for advection_package::PreFill [device=33554432]
  0.4        17167        17167       52314           0        328 Kokkos::parallel_for x2 flux [device=33554432]
  0.4        17143        17143       52314           0        328 Kokkos::parallel_for x3 flux [device=33554432]
  0.3        10342        16057         160       38223     100357 Task_WeightedSumData
  0.3         5930        13736      300925 1.22286E+06         46 Task_ReceiveBoundaryBuffers_MeshBlockData
  0.3         7269        13585       52314       20590        260 Task_SendFluxCorrection
  0.3         3507        13036       77197      439948        169 Task_ClearBoundary
  0.2        11303        11303       52314           0        216 Kokkos::parallel_for x1 flux [device=33554432]
  0.2         8099         8099       38375           0        211 Kokkos::parallel_for Kokkos::View::initialization [MakePack::sparse_assoc] [device=0]
  0.2         8095         8095       38375           0        211 Kokkos::parallel_for Kokkos::View::initialization [MakePack::vector_component] [device=0]
  0.2         8028         8028       38375           0        209 Kokkos::parallel_for Kokkos::View::initialization [MakePack::cv] [device=0]
  0.2          883         7252       54896       24240        132 Task_ReceiveFluxCorrection
  0.1         6324         6324           8          16     790540 MPI_Init_thread() 
  0.1         4239         4239       13440           0        315 Kokkos::parallel_for ReceiveFluxCorrection_x1 [device=33554432]
  0.1         3765         3765      513471           0          7 MPI_Iprobe() 
  0.1         3506         3506       11138           0        315 Kokkos::parallel_for Kokkos::View::initialization [send buf 7] [device=0]
  0.1         3504         3504       11138           0        315 Kokkos::parallel_for Kokkos::View::initialization [send buf 4] [device=0]
  0.1         3503         3503       11138           0        315 Kokkos::parallel_for Kokkos::View::initialization [send buf 2] [device=0]
  0.1         3503         3503       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 2] [device=0]
  0.1         3501         3501       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 8] [device=0]
  0.1         3501         3501       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 20] [device=0]
  0.1         3501         3501       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 14] [device=0]
  0.1         3500         3500       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 19] [device=0]
  0.1         3500         3500       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 6] [device=0]
  0.1         3500         3500       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 3] [device=0]
  0.1         3500         3500       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 17] [device=0]
  0.1         3500         3500       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 10] [device=0]
  0.1         3499         3499       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 14] [device=0]
  0.1         3499         3499       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 15] [device=0]
  0.1         3499         3499       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 11] [device=0]
  0.1         3499         3499       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 15] [device=0]
  0.1         3498         3498       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 23] [device=0]
  0.1         3497         3497       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 13] [device=0]
  0.1         3497         3497       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 1] [device=0]
  0.1         3497         3497       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 0] [device=0]
  0.1         3497         3497       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 22] [device=0]
  0.1         3497         3497       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 16] [device=0]
  0.1         3496         3496       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 3] [device=0]
  0.1         3496         3496       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 1] [device=0]
  0.1         3495         3495       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 9] [device=0]
  0.1         3495         3495       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 5] [device=0]
  0.1         3495         3495       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 10] [device=0]
  0.1         3495         3495       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 0] [device=0]
  0.1         3495         3495       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 18] [device=0]
  0.1         3495         3495       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 12] [device=0]
  0.1         3495         3495       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 8] [device=0]
  0.1         3494         3494       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 19] [device=0]
  0.1         3494         3494       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 9] [device=0]
  0.1         3494         3494       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 6] [device=0]
  0.1         3494         3494       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 12] [device=0]
  0.1         3494         3494       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 20] [device=0]
  0.1         3493         3493       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 7] [device=0]
  0.1         3493         3493       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 13] [device=0]
  0.1         3493         3493       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 17] [device=0]
  0.1         3493         3493       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 16] [device=0]
  0.1         3492         3492       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 22] [device=0]
  0.1         3492         3492       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 23] [device=0]
  0.1         3492         3492       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 21] [device=0]
  0.1         3492         3492       11138           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 21] [device=0]
  0.1         3492         3492       11138           0        313 Kokkos::parallel_for Kokkos::View::initialization [send buf 18] [device=0]
  0.1         3490         3490       11138           0        313 Kokkos::parallel_for Kokkos::View::initialization [recv buf 5] [device=0]
  0.1         3490         3490       11138           0        313 Kokkos::parallel_for Kokkos::View::initialization [recv buf 11] [device=0]
  0.1         3486         3486       11138           0        313 Kokkos::parallel_for Kokkos::View::initialization [recv buf 4] [device=0]
  0.1         3438         3438       10986           0        313 Kokkos::parallel_for Kokkos::View::initialization [advected] [device=0]
  0.1         3287         3287      513471           0          6 MPI_Test() 
  0.1         2412         2466           8          24     308206 MPI_Finalize() 
  0.1         2411         2411       38375           0         63 Kokkos::parallel_for Kokkos::View::destruction [MakePack::cv] [device=0]
  0.0         2180         2180        6720           0        324 Kokkos::parallel_for SendFluxCorrection3D_x3 [device=33554432]
  0.0         2102         2102        6720           0        313 Kokkos::parallel_for SendFluxCorrection3D_x2 [device=33554432]
  0.0         2101         2101        6720           0        313 Kokkos::parallel_for ReceiveFluxCorrection_x2 [device=33554432]
  0.0         2028         2028        6720           0        302 Kokkos::parallel_for SendFluxCorrection3D_x1 [device=33554432]
  0.0         1794         1794       10834           0        166 Kokkos::parallel_for Kokkos::View::initialization [MakeFluxPack::cv] [device=0]
  0.0         1789         1789       10834           0        165 Kokkos::parallel_for Kokkos::View::initialization [MakeFluxPack::f1] [device=0]
  0.0         1787         1787       10834           0        165 Kokkos::parallel_for Kokkos::View::initialization [MakeFluxPack::f3] [device=0]
  0.0         1785         1785       10834           0        165 Kokkos::parallel_for Kokkos::View::initialization [MakeFluxPack::sparse_assoc] [device=0]
  0.0         1784         1784       10834           0        165 Kokkos::parallel_for Kokkos::View::initialization [MakeFluxPack::f2] [device=0]
  0.0         1783         1783       10834           0        165 Kokkos::parallel_for Kokkos::View::initialization [MakeFluxPack::vector_component] [device=0]
  0.0         1771         1771        5569           0        318 Kokkos::parallel_for Kokkos::View::initialization [recv buf 25] [device=0]
  0.0         1766         1766        5569           0        317 Kokkos::parallel_for Kokkos::View::initialization [recv buf 41] [device=0]
  0.0         1766         1766        5569           0        317 Kokkos::parallel_for Kokkos::View::initialization [recv buf 49] [device=0]
  0.0         1764         1764        5569           0        317 Kokkos::parallel_for Kokkos::View::initialization [send buf 48] [device=0]
  0.0         1762         1762        5569           0        316 Kokkos::parallel_for Kokkos::View::initialization [send buf 36] [device=0]
  0.0         1759         1759        5569           0        316 Kokkos::parallel_for Kokkos::View::initialization [send buf 38] [device=0]
  0.0         1759         1759        5569           0        316 Kokkos::parallel_for Kokkos::View::initialization [recv buf 47] [device=0]
  0.0         1758         1758        5569           0        316 Kokkos::parallel_for Kokkos::View::initialization [recv buf 37] [device=0]
  0.0         1758         1758        5569           0        316 Kokkos::parallel_for Kokkos::View::initialization [advected.coarse] [device=0]
  0.0         1758         1758        5569           0        316 Kokkos::parallel_for Kokkos::View::initialization [send buf 55] [device=0]
  0.0         1757         1757        5569           0        316 Kokkos::parallel_for Kokkos::View::initialization [send buf 26] [device=0]
  0.0         1757         1757        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [recv buf 55] [device=0]
  0.0         1757         1757        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [recv buf 52] [device=0]
  0.0         1756         1756        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [send buf 42] [device=0]
  0.0         1755         1755        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [send buf 40] [device=0]
  0.0         1755         1755        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [recv buf 43] [device=0]
  0.0         1754         1754        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [send buf 43] [device=0]
  0.0         1754         1754        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [send buf 44] [device=0]
  0.0         1754         1754        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [recv buf 44] [device=0]
  0.0         1754         1754        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [recv buf 40] [device=0]
  0.0         1754         1754        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [send buf 45] [device=0]
  0.0         1754         1754        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [recv buf 39] [device=0]
  0.0         1753         1753        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [send buf 34] [device=0]
  0.0         1753         1753        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [send buf 37] [device=0]
  0.0         1753         1753        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [send buf 49] [device=0]
  0.0         1753         1753        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [send buf 33] [device=0]
  0.0         1753         1753        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [recv buf 50] [device=0]
  0.0         1753         1753        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [recv buf 33] [device=0]
  0.0         1753         1753        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [send buf 39] [device=0]
  0.0         1752         1752        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [recv buf 36] [device=0]
  0.0         1752         1752        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [recv buf 35] [device=0]
  0.0         1752         1752        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [recv buf 38] [device=0]
  0.0         1752         1752        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [send buf 50] [device=0]
  0.0         1752         1752        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [send buf 47] [device=0]
  0.0         1752         1752        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [send buf 53] [device=0]
  0.0         1752         1752        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [recv buf 42] [device=0]
  0.0         1752         1752        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [send buf 32] [device=0]
  0.0         1752         1752        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [recv buf 32] [device=0]
  0.0         1752         1752        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [recv buf 27] [device=0]
  0.0         1752         1752        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [send buf 46] [device=0]
  0.0         1752         1752        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [send buf 41] [device=0]
  0.0         1752         1752        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [recv buf 31] [device=0]
  0.0         1752         1752        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [recv buf 54] [device=0]
  0.0         1751         1751        5569           0        315 Kokkos::parallel_for Kokkos::View::initialization [recv buf 29] [device=0]
  0.0         1751         1751        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 27] [device=0]
  0.0         1751         1751        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 26] [device=0]
  0.0         1751         1751        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 45] [device=0]
  0.0         1751         1751        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 52] [device=0]
  0.0         1751         1751        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 28] [device=0]
  0.0         1751         1751        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 54] [device=0]
  0.0         1751         1751        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 48] [device=0]
  0.0         1751         1751        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 29] [device=0]
  0.0         1750         1750        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 34] [device=0]
  0.0         1750         1750        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 35] [device=0]
  0.0         1750         1750        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 46] [device=0]
  0.0         1750         1750        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 51] [device=0]
  0.0         1750         1750        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 30] [device=0]
  0.0         1750         1750        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 28] [device=0]
  0.0         1750         1750        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 51] [device=0]
  0.0         1750         1750        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 53] [device=0]
  0.0         1749         1749        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 24] [device=0]
  0.0         1749         1749        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 31] [device=0]
  0.0         1749         1749        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 30] [device=0]
  0.0         1749         1749        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [recv buf 24] [device=0]
  0.0         1749         1749        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [advected.fluxX3] [device=0]
  0.0         1748         1748        5569           0        314 Kokkos::parallel_for Kokkos::View::initialization [send buf 25] [device=0]
  0.0         1741         1741        5569           0        313 Kokkos::parallel_for Kokkos::View::initialization [ParArrayNDGeneric:/usr/workspace/ellinger/repos/parthenon/src/reconstruct/reconstruction.cpp:181] [device=0]
  0.0         1740         1740        5569           0        312 Kokkos::parallel_for Kokkos::View::initialization [ParArrayNDGeneric:/usr/workspace/ellinger/repos/parthenon/src/reconstruct/reconstruction.cpp:182] [device=0]
  0.0         1740         1740        5569           0        312 Kokkos::parallel_for Kokkos::View::initialization [ParArrayNDGeneric:/usr/workspace/ellinger/repos/parthenon/src/reconstruct/reconstruction.cpp:183] [device=0]
  0.0         1740         1740        5569           0        312 Kokkos::parallel_for Kokkos::View::initialization [advected.fluxX1] [device=0]
  0.0         1740         1740        5569           0        312 Kokkos::parallel_for Kokkos::View::initialization [advected.fluxX2] [device=0]
  0.0         1739         1739        5569           0        312 Kokkos::parallel_for Kokkos::View::initialization [one_minus_sqrt_one_minus_advected_sq_37] [device=0]
  0.0         1739         1739        5569           0        312 Kokkos::parallel_for Kokkos::View::initialization [ParArrayNDGeneric:/usr/workspace/ellinger/repos/parthenon/src/reconstruct/reconstruction.cpp:179] [device=0]
  0.0         1737         1737        5569           0        312 Kokkos::parallel_for Kokkos::View::initialization [ParArrayNDGeneric:/usr/workspace/ellinger/repos/parthenon/src/bvals/bvals_base.cpp:116] [device=0]
  0.0         1737         1737        5569           0        312 Kokkos::parallel_for Kokkos::View::initialization [ParArrayNDGeneric:/usr/workspace/ellinger/repos/parthenon/src/reconstruct/reconstruction.cpp:184] [device=0]
  0.0         1736         1736        5569           0        312 Kokkos::parallel_for Kokkos::View::initialization [one_minus_advected] [device=0]
  0.0         1736         1736        5569           0        312 Kokkos::parallel_for Kokkos::View::initialization [ParArrayNDGeneric:/usr/workspace/ellinger/repos/parthenon/src/bvals/bvals_base.cpp:117] [device=0]
  0.0         1735         1735        5569           0        312 Kokkos::parallel_for Kokkos::View::initialization [ParArrayNDGeneric:/usr/workspace/ellinger/repos/parthenon/src/reconstruct/reconstruction.cpp:178] [device=0]
  0.0         1733         1733        5569           0        311 Kokkos::parallel_for Kokkos::View::initialization [one_minus_advected_sq] [device=0]
  0.0         1732         1732        5569           0        311 Kokkos::parallel_for Kokkos::View::initialization [one_minus_sqrt_one_minus_advected_sq_12] [device=0]
  0.0         1405         1405      154394           0          9 Task_ApplyBoundaryConditionsOnCoarseOrFine
  0.0         1015         1015      566972           0          2 MPI_Request_free() 
  0.0          157          925          24         483      38542 Step 6: Alloc, pack, and send buffers
  0.0          784          784       19723           0         40 SearchAndSetNeighbors
  0.0          688          688         161           0       4275 MPI_Isend() 
  0.0          508          508       10834           0         47 Kokkos::parallel_for Kokkos::View::destruction [MakeFluxPack::f2] [device=0]
  0.0          481          481       10834           0         44 Kokkos::parallel_for Kokkos::View::destruction [MakeFluxPack::f3] [device=0]
  0.0          471          471       10834           0         43 Kokkos::parallel_for Kokkos::View::destruction [MakeFluxPack::cv] [device=0]
  0.0          461          461       10834           0         43 Kokkos::parallel_for Kokkos::View::destruction [MakeFluxPack::f1] [device=0]
  0.0          442          442      283486           0          2 MPI_Send_init() 
  0.0          406          406      100001           0          4 MPI_Test() [THROTTLED]
  0.0          377          377      100001           0          4 MPI_Iprobe() [THROTTLED]
  0.0          334          334        1312           0        255 Kokkos::parallel_for FillSameRankCoarseToFineAMR [device=33554432]
  0.0          270          270      283486           0          1 MPI_Recv_init() 
  0.0          253          253         160           0       1580 Kokkos::parallel_for WeightedSumData [device=33554432]
  0.0          145          145          80           0       1814 Kokkos::parallel_for FluxDivergenceMesh [device=33554432]
  0.0         80.5          126          24         322       5234 Step 5: Alloc buffer and start recv
  0.0         99.9         99.9           8           0      12490 MPI_File_open()
  0.0         53.2         53.2          16           0       3325 pthread_join
  0.0         23.9         23.9          72           0        332 Kokkos::parallel_for Kokkos::View::initialization [MeshData::PackVariables::packs] [device=0]
  0.0         23.6         23.6          72           0        328 Kokkos::parallel_for Kokkos::View::initialization [MeshData::PackVariables::coords] [device=0]
  0.0         16.3         16.3          72           0        226 Kokkos::parallel_for Kokkos::View::destruction [MeshData::PackVariables::coords] [device=0]
  0.0         15.2         15.2          72           0        211 Kokkos::parallel_for Kokkos::View::destruction [MeshData::PackVariables::packs_mirror] [device=0]
  0.0         14.8         14.8          16           0        925 MPI_Bcast() 
  0.0         14.2         14.2          72           0        198 Kokkos::parallel_for Kokkos::View::destruction [MeshData::PackVariables::packs] [device=0]
  0.0         5.54         5.54          40           0        139 MPI_Allgatherv() 
  0.0         5.09         5.09          24           0        212 Step1: Construct new list
  0.0         4.04         4.04          14           0        288 Kokkos::parallel_for Kokkos::View::initialization [recvbuf1] [device=0]
  0.0         4.00         4.00           8           0        500 MPI_File_close()
  0.0         3.96         3.96          13           0        304 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same1] [device=0]
  0.0         3.89         3.89          13           0        299 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same0] [device=0]
  0.0         3.85         3.85          13           0        296 Kokkos::parallel_for Kokkos::View::initialization [recvbuf2] [device=0]
  0.0         3.79         3.79          13           0        291 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same2] [device=0]
  0.0         3.57         3.57          12           0        297 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same4] [device=0]
  0.0         3.48         3.48          12           0        290 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same3] [device=0]
  0.0         3.35         3.35          11           0        305 Kokkos::parallel_for Kokkos::View::initialization [recvbuf4] [device=0]
  0.0         3.19         3.19          11           0        290 Kokkos::parallel_for Kokkos::View::initialization [recvbuf3] [device=0]
  0.0         3.11         3.11          14           0        222 Kokkos::parallel_for Kokkos::View::initialization [recvbuf0] [device=0]
  0.0         3.03         3.03          10           0        303 Kokkos::parallel_for Kokkos::View::initialization [recvbuf5] [device=0]
  0.0         2.70         2.70           9           0        300 Kokkos::parallel_for Kokkos::View::initialization [recvbuf6] [device=0]
  0.0         2.53         2.53          10           0        253 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same5] [device=0]
  0.0         2.37         2.37           8           0        297 Kokkos::parallel_for Kokkos::View::initialization [recvbuf7] [device=0]
  0.0         2.27         2.27           9           0        252 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same6] [device=0]
  0.0         2.01         2.01           1           1       2012 MPI_File_read()
  0.0         1.94         1.94           7           0        277 Kokkos::parallel_for Kokkos::View::initialization [recvbuf8] [device=0]
  0.0         1.78         1.78           6           0        298 Kokkos::parallel_for Kokkos::View::initialization [recvbuf11] [device=0]
  0.0         1.78         1.78           6           0        296 Kokkos::parallel_for Kokkos::View::initialization [recvbuf12] [device=0]
  0.0         1.78         1.78           6           0        296 Kokkos::parallel_for Kokkos::View::initialization [recvbuf13] [device=0]
  0.0         1.74         1.74           7           0        249 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same8] [device=0]
  0.0         1.63         1.63           8           0        203 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same7] [device=0]
  0.0         1.60         1.60           6           0        267 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same9] [device=0]
  0.0         1.53         1.53           6           0        254 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same10] [device=0]
  0.0         1.52         1.52           6           0        254 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same12] [device=0]
  0.0         1.49         1.49           5           0        297 Kokkos::parallel_for Kokkos::View::initialization [recvbuf15] [device=0]
  0.0         1.48         1.48           5           0        297 Kokkos::parallel_for Kokkos::View::initialization [recvbuf14] [device=0]
  0.0         1.39         1.39          72           0         19 Kokkos::parallel_for Kokkos::View::initialization [MeshData::PackVariables::packs_mirror] [device=0]
  0.0         1.36         1.36           6           0        226 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same11] [device=0]
  0.0         1.30         1.30          32           0         41 CalculateLoadBalance
  0.0         1.25         1.25           6           0        208 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same13] [device=0]
  0.0         1.24         1.24           5           0        247 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same14] [device=0]
  0.0         1.23         1.23          72           0         17 Kokkos::parallel_for Kokkos::View::initialization [MeshData::PackVariables::coords_mirror] [device=0]
  0.0         1.23         1.23           6           0        205 Kokkos::parallel_for Kokkos::View::initialization [recvbuf10] [device=0]
  0.0         1.20         1.20           6           0        200 Kokkos::parallel_for Kokkos::View::initialization [recvbuf9] [device=0]
  0.0         1.17         1.17           5           0        235 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same15] [device=0]
  0.0         1.05         1.05          96           0         11 MakeOutputs
  0.0         1.01         1.01           4           0        254 Kokkos::parallel_for Kokkos::View::initialization [recvbuf16] [device=0]
  0.0         1.00         1.00           4           0        250 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same17] [device=0]
  0.0        0.992        0.992          72           0         14 Kokkos::parallel_for Kokkos::View::destruction [MeshData::PackVariables::coords_mirror] [device=0]
  0.0        0.936        0.936           4           0        234 Kokkos::parallel_for Kokkos::View::initialization [recvbuf17] [device=0]
  0.0        0.890        0.890           3           0        297 Kokkos::parallel_for Kokkos::View::initialization [recvbuf19] [device=0]
  0.0        0.867        0.867          32           0         27 pthread_create
  0.0        0.852        0.852           4           0        213 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same16] [device=0]
  0.0        0.741        0.741           3           0        247 Kokkos::parallel_for Kokkos::View::initialization [recvbuf18] [device=0]
  0.0        0.645        0.645           3           0        215 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same19] [device=0]
  0.0        0.637        0.637           3           0        212 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same18] [device=0]
  0.0        0.599        0.599           2           0        300 Kokkos::parallel_for Kokkos::View::initialization [recvbuf22] [device=0]
  0.0        0.594        0.594           2           0        297 Kokkos::parallel_for Kokkos::View::initialization [recvbuf21] [device=0]
